date,XLE,SPY
2012-12-11,0.005876,0.006787
2012-12-12,0.003616,0.00048799999999999994
2012-12-13,-0.009285,-0.006132000000000001
2012-12-14,-0.003777,-0.00368
2012-12-17,0.009127,0.011715999999999999
2012-12-18,0.018367,0.011129
2012-12-19,-0.006848999999999999,-0.007429
2012-12-20,0.006759,0.005752
2012-12-21,-0.010099,-0.009014
2012-12-24,-0.007632,-0.003081
2012-12-26,-0.004474,-0.004215
2012-12-27,-0.001826,-0.001329
2012-12-28,-0.017448,-0.010819
2012-12-31,0.02277,0.016996
2013-01-02,0.022053,0.02563
2013-01-03,-0.000205,-0.0011155
2013-01-04,0.011099,0.004363
2013-01-07,-0.007724999999999999,-0.002736
2013-01-08,-0.0032780000000000005,-0.0028769999999999993
2013-01-09,-0.0016440000000000003,0.002545
2013-01-10,0.009058,0.00795
2013-01-11,0.001224,-6.8e-05
2013-01-14,0.000136,-0.00068
2013-01-15,0.004482,0.00068
2013-01-16,0.004463,-0.000136
2013-01-17,0.006354000000000001,0.006459999999999999
2013-01-18,0.009873,0.00223
2013-01-22,0.009538,0.005393
2013-01-23,-0.003412,0.001609
2013-01-24,0.0028969999999999994,0.000268
2013-01-25,0.009453,0.005622
2013-01-28,-0.001691,-0.001198
2013-01-29,0.016154,0.003931
2013-01-30,-0.005,-0.003916
2013-01-31,-0.00335,-0.002466
2013-02-01,0.009308,0.010287
2013-02-04,-0.009479,-0.011274
2013-02-05,0.008664,0.010131
2013-02-06,0.0006409999999999999,0.000728
2013-02-07,-0.002563,-0.001323
2013-02-08,0.009377,0.005564
2013-02-11,-0.004963,-0.000198
2013-02-12,0.002686,0.001647
2013-02-13,0.0035709999999999995,0.000862
2013-02-14,0.008643,0.000914
2013-02-15,-0.011467,-0.001182
2013-02-19,0.0116,0.007494999999999999
2013-02-20,-0.020917000000000005,-0.012463
2013-02-21,-0.00695,-0.006079
2013-02-22,0.010498,0.009773
2013-02-25,-0.026164,-0.019027
2013-02-26,0.009878,0.006846
2013-02-27,0.015258,0.012598
2013-02-28,-0.002055,-0.001975
2013-03-01,0.0012869999999999997,0.0032980000000000006
2013-03-04,-0.002185,0.005325
2013-03-05,0.006442,0.008959
2013-03-06,0.001152,0.001361
2013-03-07,0.005114,0.001786
2013-03-08,0.004834,0.00429
2013-03-11,0.000506,0.003796
2013-03-12,0.001139,-0.002243
2013-03-13,-0.002275,0.001445
2013-03-14,0.013681,0.005292
2013-03-15,-0.000786,-0.001316
2013-03-18,-0.00804,-0.005519
2013-03-19,-0.011017999999999998,-0.002323
2013-03-20,0.005635,0.006985
2013-03-21,-0.005094,-0.008549
2013-03-22,0.007936,0.00804
2013-03-25,-0.00381,-0.004177
2013-03-26,0.01058,0.008003
2013-03-27,0.00328,0.0
2013-03-28,-0.002892,0.003073
2013-04-01,-0.002017,-0.003957
2013-04-02,-0.005685,0.004934
2013-04-03,-0.018678,-0.010139
2013-04-04,-0.0012950000000000001,0.004059
2013-04-05,0.002204,-0.004504
2013-04-08,0.006727,0.00678
2013-04-09,0.008481,0.003457
2013-04-10,0.005352,0.012249
2013-04-11,0.004309,0.003277
2013-04-12,-0.015649,-0.00245
2013-04-15,-0.040769,-0.023186
2013-04-16,0.006148,0.014776000000000001
2013-04-17,-0.021917,-0.014612
2013-04-18,0.008504,-0.0031269999999999996
2013-04-19,-0.002008,0.008693
2013-04-22,0.01073,0.004438
2013-04-23,0.011545000000000001,0.010309000000000002
2013-04-24,0.013381,0.000634
2013-04-25,0.000777,0.004054
2013-04-26,-0.001682,-0.001766
2013-04-29,0.010105999999999999,0.006699
2013-04-30,0.003976,0.002385
2013-05-01,-0.015587,-0.008768
2013-05-02,0.013108,0.009287
